uniq_region,urban,age_s,prev,sens,spec
TG6_centrale,Rural,0.6849268669561378,0.61525,0.904,0.19375
TG6_kara,Urban,0.6849268669561378,0.30825,0.5885,0.059
TG6_grande agglomeration de lome,Urban,0.6849268669561378,0.07475,0.5025,0.04125
TG6_savanes,Urban,0.6849268669561378,0.10425,0.56275,0.05425
TG6_plateaux,Urban,0.6849268669561378,0.2905,0.65725,0.116
TG6_maritime (sans agglomeration de lome),Urban,0.6849268669561378,0.17525,0.5775,0.067
TG6_centrale,Urban,0.6849268669561378,0.24875,0.62625,0.085
TG6_kara,Rural,-0.024644644936218884,0.55475,0.86875,0.224
TG6_grande agglomeration de lome,Rural,-0.024644644936218884,0.24725,0.81325,0.1615
TG6_savanes,Rural,-0.024644644936218884,0.279,0.8375,0.10225
TG6_plateaux,Rural,-0.024644644936218884,0.52725,0.8835,0.26775
TG6_maritime (sans agglomeration de lome),Rural,-0.024644644936218884,0.34875,0.79625,0.10075
TG6_centrale,Rural,-0.024644644936218884,0.562,0.8775,0.17875
TG6_kara,Urban,-0.024644644936218884,0.25425,0.54975,0.047
TG6_grande agglomeration de lome,Urban,-0.024644644936218884,0.06475,0.45775,0.0385
TG6_savanes,Urban,-0.024644644936218884,0.08025,0.5005,0.04625
TG6_plateaux,Urban,-0.024644644936218884,0.24425,0.567,0.10975
TG6_maritime (sans agglomeration de lome),Urban,-0.024644644936218884,0.14975,0.46,0.05225
TG6_centrale,Urban,-0.024644644936218884,0.196,0.53175,0.07575
TG6_kara,Rural,0.9429528712806311,0.65475,0.89275,0.30775
TG6_grande agglomeration de lome,Rural,0.9429528712806311,0.32925,0.83675,0.1705
TG6_savanes,Rural,0.9429528712806311,0.365,0.857,0.1145
TG6_plateaux,Rural,0.9429528712806311,0.607,0.9315,0.29125
TG6_maritime (sans agglomeration de lome),Rural,0.9429528712806311,0.44275,0.88025,0.13525
TG6_centrale,Rural,0.9429528712806311,0.6555,0.91325,0.20675
TG6_kara,Urban,0.9429528712806311,0.35125,0.6325,0.06275
TG6_grande agglomeration de lome,Urban,0.9429528712806311,0.0875,0.513,0.0395
TG6_savanes,Urban,0.9429528712806311,0.10825,0.5715,0.05625
TG6_plateaux,Urban,0.9429528712806311,0.31325,0.68775,0.10975
TG6_maritime (sans agglomeration de lome),Urban,0.9429528712806311,0.17325,0.61025,0.065
TG6_centrale,Urban,0.9429528712806311,0.267,0.655,0.082
TG6_kara,Rural,1.2009788756051245,0.67475,0.911,0.32275
TG6_grande agglomeration de lome,Rural,1.2009788756051245,0.3425,0.849,0.176
TG6_savanes,Rural,1.2009788756051245,0.35375,0.874,0.11875
TG6_plateaux,Rural,1.2009788756051245,0.63375,0.93475,0.275
TG6_maritime (sans agglomeration de lome),Rural,1.2009788756051245,0.471,0.89475,0.1445
TG6_centrale,Rural,1.2009788756051245,0.67125,0.92825,0.2145
TG6_kara,Urban,1.2009788756051245,0.36025,0.631,0.06725
TG6_grande agglomeration de lome,Urban,1.2009788756051245,0.09275,0.54575,0.04475
TG6_savanes,Urban,1.2009788756051245,0.12525,0.5885,0.0595
